"flux","USFLUX","MEANGAM","MEANGBT","MEANGBZ","MEANGBH","MEANJZD","TOTUSJZ","MEANALP","MEANJZH","TOTUSJH","ABSNJZH","SAVNCPP","MEANPOT","TOTPOT","MEANSHR","SHRGT45","NPIX","SIZE","AREA","NACR","SIZE_ACR","AREA_ACR","lagged_flux"
2.17791821341962e-05,1.21696490485048e+22,37.7097274586578,102.752286617959,107.803878672995,51.7381596340987,0.132320864804039,18196835542949.6,0.00703251453404578,0.00284626866596123,969.869796705658,143.638266687294,7167999964294.19,5223.78927486375,1.40252253702985e+23,30.2428794364972,19.1195818643186,62911.7660562229,5677.45994667884,4016.44824413366,6130.83348706244,553.275879538627,389.919085800036,3.05144453704997e-06
6.55701842333656e-06,1.35145489580259e+22,45.1073258513321,110.703934586035,117.218872888152,60.7019856022716,0.229553234534745,22955061702971.6,-0.00632788944873793,-0.00308672368470408,1203.09708003755,254.04941795509,11697472948925.2,7805.20438399183,2.38715691232872e+23,37.2558397135733,31.1314729658566,89012.9058224089,8030.46971507299,4995.21779482932,10654.4463201966,961.195238382119,582.933599172754,2.17791821341962e-05
7.0944238359516e-06,1.47456422953314e+22,46.4923838096946,107.676001021718,111.500727039663,59.6087488774551,0.11126442383341,23877636821618.6,0.0115858350087572,0.00497687433291701,1166.42141522601,188.389478257626,8951235517883.2,8118.72195016725,2.66434380414216e+23,38.5299023451969,33.0713704546335,99803.117531893,9000.42478256117,5409.98601870697,12454.6582073706,1123.18348127416,655.972536091293,6.55701842333656e-06
4.12917233916232e-06,1.63341890620784e+22,44.194144146579,108.123123422313,110.993593069974,55.444591674859,0.196128919938296,23961142343646.6,0.00951181636086392,0.00413625368379135,1207.01686287861,127.510202909716,5723048281052.99,7654.08597087818,2.68075588471617e+23,36.7933546873146,30.1381045626299,113102.359308555,10196.0296132799,6473.65314312208,13236.4131135213,1193.57616399427,705.033718161148,7.0944238359516e-06
3.67617212759797e-06,1.74923040432924e+22,40.33594028604,113.269198885688,115.879915107995,55.6566475572272,0.22524089548991,24466548167425.3,0.0159931128335371,0.0078553483067493,1199.1589297952,225.019249587713,9836182061309.76,6881.7846558235,2.23395900913555e+23,33.14904028027,23.8652184409701,128244.654723241,11560.2879787931,7446.62474434435,13579.0837178686,1224.05192290388,761.47569153039,4.12917233916232e-06
4.7580531827407e-05,1.60088484184666e+22,40.7448045847137,108.169704091021,111.011313541473,52.9168415967965,0.208338157382789,23157815811139.2,0.0196688007743434,0.009346360470818,1181.31619004984,222.372994727598,10903716978677.3,7374.50995888387,2.21423316165809e+23,33.8811942160158,24.9327954849396,121235.359463724,10933.4066971042,7039.00600913607,12842.6281867283,1158.2778869343,735.135265319929,3.67617212759797e-06
2.25403618969722e-06,1.58398608432202e+22,38.8227392575369,105.313319957446,107.959698114978,49.9736986895508,0.150126011964539,20378876346738.6,0.021483029309018,0.0106261959360281,1046.86698362987,241.400774955187,9944458684267.14,7075.76403306133,2.09364650130094e+23,32.1478743441986,21.9655988281628,114226.52157831,10295.8318521227,6754.77128474044,11113.7201037642,1001.62071814452,662.764062291024,4.7580531827407e-05
3.12736870000663e-06,1.55398170102954e+22,39.7450899300048,103.50792612422,105.11457355515,50.9757236444358,0.115224486914472,17673624770026.4,0.0245577382178749,0.011461239203568,917.897454036404,249.437788392427,10543312685422,6934.26897437524,1.75982745116535e+23,32.7473495932115,23.6994722766807,86977.0059362152,7829.16645988005,5532.1857594366,7757.11908658962,698.302437880341,513.818741597522,2.25403618969722e-06
3.18626484840934e-06,1.36451489525491e+22,40.6933639269359,100.796457155181,103.621450462323,50.7007858022216,0.0725308403535536,15702453836893.8,0.0196784144581737,0.00898346246047785,822.359766218742,193.681934930904,8678637193794.3,6895.80057603199,1.79287000479941e+23,33.7721750575651,25.0571438037216,82501.4664977297,7422.98360363151,4952.04252222183,7503.57595061271,675.126436775374,478.645275163072,3.12736870000663e-06
5.91700882068835e-06,1.5184621414262e+22,40.2433517999401,106.422101668655,108.492044418434,50.4205116684468,0.121752566530958,26266463823914.1,0.0107769504600204,0.00466539524942486,977.868320235902,123.564729126103,5690242548241.88,5825.99960286445,1.57016444974294e+23,34.9976580718537,25.0755398688976,94483.925228215,8497.61454323198,5495.30132580771,8742.71598130329,786.945638266385,525.79286342607,3.18626484840934e-06
3.51193216374668e-06,1.50835852200651e+22,37.2707351993656,108.677611906816,109.554424050365,51.00403274829,0.0916840951883972,18792380616532.9,0.00835993955776757,0.0032636430987893,935.268746645446,87.9681599085364,3753745297437.65,4888.56153268889,1.40779973367791e+23,30.74170137373,18.3568681488831,89533.0711159,8052.03119109147,5403.76589702617,8680.18729231977,780.97590403186,531.973885720936,5.91700882068835e-06
2.00979934561474e-06,1.89434225096453e+22,37.2379290780421,106.146937030311,107.619284450566,50.3217220365669,0.0612113725107195,20331028756436.9,0.0110623734131532,0.0045968988169904,1019.01032545471,99.506720696971,6178347457807.95,4894.66133967054,1.64196506506401e+23,30.6746952543052,18.4589705307406,83831.5201344935,7534.00313827077,5733.90084866314,8100.17829355386,728.338350097532,544.253807860112,3.51193216374668e-06
1.06202980987291e-06,1.78640325750966e+22,35.0740869303855,104.976675738389,105.452198399704,46.4954267859658,0.300659833449827,17586880439056.7,0.0102164220525432,0.00401364825457023,905.881564885396,95.280983944762,5821596340929.98,4343.77744173536,1.3207805201948e+23,27.8850044389377,14.8690423055834,67916.0848584866,6106.3096861771,5330.77697243399,5941.47871477503,534.196130822181,465.502099581685,2.00979934561474e-06
7.52871528675314e-07,6.55925283443024e+21,35.5430233189261,118.170884340238,117.371975464463,53.3666081972224,0.434330054496344,6319140481744.59,0.00746424722619288,0.00215007305822254,286.662724760229,22.57433399515,2240192858710.87,4635.22530982725,5.63440814253545e+22,28.1163055800141,14.3081574515426,64751.6843042769,5815.2133981712,3476.8034301074,5588.78844541711,501.917421501457,297.283456264475,1.06202980987291e-06
1.04871298844955e-06,1.07931542457151e+22,34.736717143792,97.974704733205,97.5450749190389,41.419393048262,0.136259456362373,11063073160200.6,0.00480167256048176,0.00187383455185401,564.713223046402,50.953269707112,2783165624520.51,5528.210981592,1.32572089325879e+23,29.2532109452638,16.4600710964513,41132.0705960316,3692.26142977383,2977.88582135774,4858.52647231159,436.130484966216,381.861809353157,7.52871528675314e-07
6.89386638441647e-07,1.12333864390745e+22,36.3014518910997,102.220233372219,105.029150645486,46.2581075525809,0.155864769715447,13845924255214.1,0.00597104926054598,0.00224347574125541,659.885129602403,52.0085037930325,3154070188536.1,6096.84899693877,1.6638597182883e+23,31.1631271716721,17.6028588447955,56841.7450510002,5099.61912675096,3483.91562623209,6836.1728728811,613.333408583018,432.787436732875,1.04871298844955e-06
1.75510433564341e-06,1.07819223982678e+22,37.930467947281,107.546339332418,110.901096971719,48.3262831604858,0.1463234710906,14883328414489,0.00481805431546688,0.0016455270651101,696.981468715185,36.192523238325,4452628300868.96,7124.32924953839,1.80171530788483e+23,31.8373760208852,21.9780594294974,60017.4433500007,5382.24412747483,3619.17748424537,7223.08090060162,647.751432337804,438.663307828369,6.89386638441647e-07
1.19404985525762e-05,1.44076857196119e+22,38.0326908967824,96.1453253418479,99.2231141410866,44.8235282956396,0.174970910443344,18920277513599.6,0.00650156332081443,0.00186594447529602,811.471236188249,53.2248903944958,4408573754935.98,6113.30800333098,1.73484912370554e+23,32.279195832301,21.7875032298844,91527.2327266152,8201.12697813588,5503.70975312692,9383.59567091388,840.880850797927,535.222587364159,1.75510433564341e-06
3.72136446458171e-06,1.52863685301991e+22,43.0137858166477,106.966322227545,107.426578855686,53.8664237187047,0.248837374710696,21080762612061.1,0.00573211461590752,0.00158459236591129,906.907904331253,77.6719446838563,6494385911038.17,5986.07637742165,1.80787020747031e+23,35.079771507929,26.5575235353176,141132.892178203,12639.4312764293,7516.73733442844,14059.3172761249,1259.1023947718,737.799127935588,1.19404985525762e-05
2.49579784394882e-06,1.40340717956248e+22,45.045271422544,115.455917400339,115.333930823803,60.5379573671003,0.483693869205081,21227330844969.4,0.00805641844897314,0.00287455026234824,937.641599295245,90.7995813930407,6489742333673.78,6246.12516005669,1.86811490391659e+23,36.4104851287255,29.4505160822794,156190.364449453,13982.5114249195,7645.20489736706,16124.6913742645,1443.54703803964,788.915475586094,3.72136446458171e-06
7.06698529029381e-07,1.08113418144281e+22,44.3057709219418,117.454971027499,117.213246404893,61.3905860992653,0.553713245639348,18434859699017.5,0.00686578184748991,0.00253765315644072,813.292591021595,75.5164818094399,6363208476807.56,5963.8052814929,1.53464454988789e+23,35.3850487058315,27.5513446920708,156342.922693753,13996.5084781693,7606.05597902406,15581.7128777172,1394.85104295799,758.77219242663,2.49579784394882e-06
5.19861896464135e-06,1.56473593905812e+22,42.1805331061087,116.477992304282,117.127157667503,58.4483535129034,0.376523714331293,20306704600724.2,0.00606027018809941,0.00227569806404085,947.203938976329,128.509534417857,6919963837124.91,5542.96943774776,1.25337970985339e+23,33.6244105398356,24.4148936430113,137114.968355793,12269.692004385,6845.46872531292,13917.7179169271,1245.44594089257,701.44698508709,7.06698529029381e-07
4.2237579691573e-06,1.96714019288468e+22,38.2395076504026,104.263814404518,105.727902368105,49.7967523257132,0.135695691450863,20698693623993.7,0.000113515390699309,0.000311049510507226,1016.32422668037,125.766277967039,6965122226754.56,5081.45467764486,1.41414021077036e+23,34.7950540510184,20.6334795831292,99746.9386264003,8923.82481613411,5765.18723151801,10481.7205216359,937.79017781166,625.867215704699,5.19861896464135e-06
2.16740136238514e-06,1.88659758897555e+22,37.9614572620416,108.097071163425,109.931020622359,52.2616740600268,0.148656266737609,19668206091795,0.00621497858798265,0.0021409441074187,981.49162066823,103.149674560347,5214269551568.79,4904.09102162543,1.43767951167655e+23,30.2765807898398,19.7034747698432,99875.6328029094,8929.55554308592,6252.60576201998,9354.38160690457,836.344852432299,600.159284546281,4.2237579691573e-06
1.40370627832453e-06,1.69236458060889e+22,33.4122256726632,100.826522446353,102.113883255764,42.9319078877256,0.0840536964268569,18213259563952,0.00586545753493274,0.0019138858813221,870.671235833776,40.2328201974911,3935560752193.83,4307.00144005239,1.42913572486712e+23,27.7441051604412,13.3564330326768,97757.2331357153,8734.68576187407,6272.22074156284,8687.84613205197,776.265925997848,576.451428576767,2.16740136238514e-06
